Labware Extractor,Labware Field,Labware Field Description,UniqueKey,ForeignKey,DataType,ReferenceTableIndicator,RawTable,CleansedTable,RawColumnName,CleansedColumnName,TransformTag,CustomTransform,Lookup
COMPONENT,analysis,,Y,,STRING,,raw.labware_component,cleansed.labware_component,analysis,analysis,trimcoalesce,,
COMPONENT,name,,Y,,STRING,,raw.labware_component,cleansed.labware_component,name,name,trimcoalesce,,
COMPONENT,version,,Y,,BIGINT,,raw.labware_component,cleansed.labware_component,version,version,trimcoalesce,,
COMPONENT,order_number,,,,BIGINT,,raw.labware_component,cleansed.labware_component,order_number,orderNumber,,,
COMPONENT,result_type,,,,STRING,,raw.labware_component,cleansed.labware_component,result_type,resultType,,,
COMPONENT,units,,,,STRING,,raw.labware_component,cleansed.labware_component,units,units,,,
COMPONENT,minimum,,,,STRING,,raw.labware_component,cleansed.labware_component,minimum,LowerLimitValue,,,
COMPONENT,maximum,,,,STRING,,raw.labware_component,cleansed.labware_component,maximum,maximum,,,
COMPONENT,allow_out,,,,STRING,,raw.labware_component,cleansed.labware_component,allow_out,allowoutOfRange,flag-TorF-yes-no,,
COMPONENT,places,,,,BIGINT,,raw.labware_component,cleansed.labware_component,places,places,,,
COMPONENT,num_replicates,,,,BIGINT,,raw.labware_component,cleansed.labware_component,num_replicates,numReplicates,,,
COMPONENT,added_to_cost_item,,,,STRING,,raw.labware_component,cleansed.labware_component,added_to_cost_item,addedToCostItem,flag-TorF-yes-no,,
COMPONENT,is_cost_item,,,,STRING,,raw.labware_component,cleansed.labware_component,is_cost_item,billableItem,flag-TorF-yes-no,,
COMPONENT,uses_instrument,,,,STRING,,raw.labware_component,cleansed.labware_component,uses_instrument,usesInstrument,flag-TorF-yes-no,,
COMPONENT,uses_codes,,,,STRING,,raw.labware_component,cleansed.labware_component,uses_codes,usesCodes,flag-TorF-yes-no,,
COMPONENT,auto_calc,,,,STRING,,raw.labware_component,cleansed.labware_component,auto_calc,autoCalc,flag-TorF-yes-no,,
COMPONENT,list_key,,,,STRING,,raw.labware_component,cleansed.labware_component,list_key,listKey,,,
COMPONENT,allow_cancel,,,,STRING,,raw.labware_component,cleansed.labware_component,allow_cancel,allowCancel,flag-TorF-yes-no,,
COMPONENT,cas_number,,,,STRING,,raw.labware_component,cleansed.labware_component,cas_number,casNumber,,,
COMPONENT,alias_name,,,,STRING,,raw.labware_component,cleansed.labware_component,alias_name,aliasName,,,
COMPONENT,reportable,,,,STRING,,raw.labware_component,cleansed.labware_component,reportable,reportable,flag-TorF-yes-no,,
COMPONENT,optional,,,,STRING,,raw.labware_component,cleansed.labware_component,optional,optional,flag-TorF-yes-no,,
COMPONENT,round,,,,STRING,,raw.labware_component,cleansed.labware_component,round,round,,,
COMPONENT,clamp_low,,,,STRING,,raw.labware_component,cleansed.labware_component,clamp_low,lowerLimitDisplayValue,,,
COMPONENT,clamp_high,,,,STRING,,raw.labware_component,cleansed.labware_component,clamp_high,higherLimitDisplayValue,,,
COMPONENT,std_reag_template,,,,STRING,,raw.labware_component,cleansed.labware_component,std_reag_template,stdReagTemplate,,,
COMPONENT,has_attributes,,,,STRING,,raw.labware_component,cleansed.labware_component,has_attributes,hasAttributes,flag-TorF-yes-no,,
COMPONENT,format_calculation,,,,STRING,,raw.labware_component,cleansed.labware_component,format_calculation,formatCalculation,,,
COMPONENT,displayed,,,,STRING,,raw.labware_component,cleansed.labware_component,displayed,displayed,flag-TorF-yes-no,,
COMPONENT,version_files,,,,STRING,,raw.labware_component,cleansed.labware_component,version_files,versionFiles,,,
COMPONENT,swc_report_order,,,,STRING,,raw.labware_component,cleansed.labware_component,swc_report_order,swcReportOrder,,,
COMPONENT,nata_accredited,,,,STRING,,raw.labware_component,cleansed.labware_component,nata_accredited,nataAccredited,flag-TorF-yes-no,,
COMPONENT,ekams_analyte_code,,,,STRING,,raw.labware_component,cleansed.labware_component,ekams_analyte_code,ekamsAnalyteCode,,,
COMPONENT,alias_method,,,,STRING,,raw.labware_component,cleansed.labware_component,alias_method,aliasMethod,,,
COMPONENT,lou_value,,,,STRING,,raw.labware_component,cleansed.labware_component,lou_value,louValue,,,
COMPONENT,lou_type,,,,STRING,,raw.labware_component,cleansed.labware_component,lou_type,louType,,,
COMPONENT,step,,,,STRING,,raw.labware_component,cleansed.labware_component,step,step,,,
COMPONENT,nwa_name,,,,STRING,,raw.labware_component,cleansed.labware_component,nwa_name,nwaName,,,
COMPONENT,swc_cost_item_no,,,,BIGINT,,raw.labware_component,cleansed.labware_component,swc_cost_item_no,swcCostItemNo,,,
COMPONENT,swc_taukey,,,,STRING,,raw.labware_component,cleansed.labware_component,swc_taukey,swcTaukey,,,
COMPONENT,browse_subroutine,,,,STRING,,raw.labware_component,cleansed.labware_component,browse_subroutine,browseSubroutine,,,
COMPONENT,fsg_tab_data_type,,,,STRING,,raw.labware_component,cleansed.labware_component,fsg_tab_data_type,fsgTabDataType,,,
COMPONENT,swc_micro_tvalue,,,,"DECIMAL(22,12)",,raw.labware_component,cleansed.labware_component,swc_micro_tvalue,swcMicroTvalue,,,
COMPONENT,places_2,,,,BIGINT,,raw.labware_component,cleansed.labware_component,places_2,places2,,,
COMPONENT,reported_result,,,,STRING,,raw.labware_component,cleansed.labware_component,reported_result,reportedResult,,,
COMPONENT,conversion_type,,,,STRING,,raw.labware_component,cleansed.labware_component,conversion_type,conversionType,,,
COMPONENT,from_category,,,,STRING,,raw.labware_component,cleansed.labware_component,from_category,fromCategory,,,
COMPONENT,to_category,,,,STRING,,raw.labware_component,cleansed.labware_component,to_category,toCategory,,,
COMPONENT,from_units,,,,STRING,,raw.labware_component,cleansed.labware_component,from_units,fromUnits,,,
COMPONENT,to_units,,,,STRING,,raw.labware_component,cleansed.labware_component,to_units,toUnits,,,
COMPONENT,conversion_factor,,,,"DECIMAL(22,10)",,raw.labware_component,cleansed.labware_component,conversion_factor,conversionFactor,,,
COMPONENT_CODES,analysis,,Y,,STRING,,raw.labware_component_codes,cleansed.labware_component_codes,analysis,analysis,trimcoalesce,,
COMPONENT_CODES,component,,Y,,STRING,,raw.labware_component_codes,cleansed.labware_component_codes,component,component,trimcoalesce,,
COMPONENT_CODES,version,,Y,,BIGINT,,raw.labware_component_codes,cleansed.labware_component_codes,version,version,trimcoalesce,,
COMPONENT_CODES,code,,Y,,STRING,,raw.labware_component_codes,cleansed.labware_component_codes,code,code,trimcoalesce,,
COMPONENT_CODES,value,,,,STRING,,raw.labware_component_codes,cleansed.labware_component_codes,value,value,,,
COMP_VARIATION,analysis,,Y,,STRING,,raw.labware_comp_variation,cleansed.labware_comp_variation,analysis,analysis,trimcoalesce,,
COMP_VARIATION,variation,,Y,,STRING,,raw.labware_comp_variation,cleansed.labware_comp_variation,variation,variation,trimcoalesce,,
COMP_VARIATION,component,,Y,,STRING,,raw.labware_comp_variation,cleansed.labware_comp_variation,component,component,trimcoalesce,,
COMP_VARIATION,version,,Y,,BIGINT,,raw.labware_comp_variation,cleansed.labware_comp_variation,version,version,trimcoalesce,,
COMP_VARIATION,description,,,,STRING,,raw.labware_comp_variation,cleansed.labware_comp_variation,description,description,,,
COMP_VARIATION,order_number,,,,BIGINT,,raw.labware_comp_variation,cleansed.labware_comp_variation,order_number,orderNumber,,,
COMP_VARIATION,units,,,,STRING,,raw.labware_comp_variation,cleansed.labware_comp_variation,units,units,,,
COMP_VARIATION,places,,,,BIGINT,,raw.labware_comp_variation,cleansed.labware_comp_variation,places,places,,,
COMP_VARIATION,round,,,,STRING,,raw.labware_comp_variation,cleansed.labware_comp_variation,round,round,,,
COMP_VARIATION,reportable,,,,STRING,,raw.labware_comp_variation,cleansed.labware_comp_variation,reportable,reportable,flag-TorF-yes-no,,
COMP_VARIATION,displayed,,,,STRING,,raw.labware_comp_variation,cleansed.labware_comp_variation,displayed,displayed,flag-TorF-yes-no,,
COMP_VARIATION,optional,,,,STRING,,raw.labware_comp_variation,cleansed.labware_comp_variation,optional,optional,flag-TorF-yes-no,,
COMP_VARIATION,clamp_low,,,,STRING,,raw.labware_comp_variation,cleansed.labware_comp_variation,clamp_low,lowerlimitDisplayValue,,,
COMP_VARIATION,clamp_high,,,,STRING,,raw.labware_comp_variation,cleansed.labware_comp_variation,clamp_high,higherlimitDisplayValue,,,
COMP_VARIATION,min_limit,,,,"DECIMAL(12,4)",,raw.labware_comp_variation,cleansed.labware_comp_variation,min_limit,lowerLimitValue,,,
COMP_VARIATION,max_limit,,,,"DECIMAL(12,4)",,raw.labware_comp_variation,cleansed.labware_comp_variation,max_limit,maxLimit,,,
COMP_VARIATION,blanks_override,,,,STRING,,raw.labware_comp_variation,cleansed.labware_comp_variation,blanks_override,blanksOverride,,,
COMP_VARIATION,places_2,,,,BIGINT,,raw.labware_comp_variation,cleansed.labware_comp_variation,places_2,places2,,,
CONDITION,name,,Y,,STRING,,raw.labware_condition,cleansed.labware_condition,name,name,trimcoalesce,,
CONDITION,temperature,,,,"DECIMAL(22,10)",,raw.labware_condition,cleansed.labware_condition,temperature,temperature,,,
CONDITION,humidity,,,,"DECIMAL(22,10)",,raw.labware_condition,cleansed.labware_condition,humidity,humidity,,,
CONDITION,location,,,,STRING,,raw.labware_condition,cleansed.labware_condition,location,location,,,
CONDITION,changed_by,,,,STRING,,raw.labware_condition,cleansed.labware_condition,changed_by,changedBy,,,
CONDITION,changed_on,,,,DATE,,raw.labware_condition,cleansed.labware_condition,changed_on,changedOn,,,
CONDITION,removed,,,,STRING,,raw.labware_condition,cleansed.labware_condition,removed,removed,flag-TorF-yes-no,,
CONDITION,description,,,,STRING,,raw.labware_condition,cleansed.labware_condition,description,description,,,
CONDITION,group_name,,,,STRING,,raw.labware_condition,cleansed.labware_condition,group_name,groupName,,,
CONDITION,ext_link,,,,STRING,,raw.labware_condition,cleansed.labware_condition,ext_link,extLink,,,
CONTACT,contact_number,,Y,,BIGINT,,raw.labware_contact,cleansed.labware_contact,contact_number,contactNumber,trimcoalesce,,
CONTACT,customer,,,,STRING,,raw.labware_contact,cleansed.labware_contact,customer,customer,,,
CONTACT,contact_name,,,,STRING,,raw.labware_contact,cleansed.labware_contact,contact_name,contactName,,,
CONTACT,contact_type,,,,STRING,,raw.labware_contact,cleansed.labware_contact,contact_type,contactType,,,
CONTACT,sample_reference,,,,BIGINT,,raw.labware_contact,cleansed.labware_contact,sample_reference,sampleReference,,,
CONTACT,project_reference,,,,STRING,,raw.labware_contact,cleansed.labware_contact,project_reference,projectReference,,,
CONTACT,analysis_reference,,,,STRING,,raw.labware_contact,cleansed.labware_contact,analysis_reference,analysisReference,,,
CONTACT,reason,,,,STRING,,raw.labware_contact,cleansed.labware_contact,reason,reason,,,
CONTACT,entered_by,,,,STRING,,raw.labware_contact,cleansed.labware_contact,entered_by,enteredBy,,,
CONTACT,entered_on,,,,DATE,,raw.labware_contact,cleansed.labware_contact,entered_on,enteredOn,,,
CONTACT,status,,,,STRING,,raw.labware_contact,cleansed.labware_contact,status,status,,,
CONTACT,memo,,,,STRING,,raw.labware_contact,cleansed.labware_contact,memo,memo,,,
CONTACT,alert_number,,,,BIGINT,,raw.labware_contact,cleansed.labware_contact,alert_number,alertNumber,,,
CONTACT,ext_link,,,,STRING,,raw.labware_contact,cleansed.labware_contact,ext_link,extLink,,,
CONTACT,investigation,,,,STRING,,raw.labware_contact,cleansed.labware_contact,investigation,investigation,,,
CONTACT,table_name,,,,STRING,,raw.labware_contact,cleansed.labware_contact,table_name,tableName,,,
CONTACT,key_value,,,,STRING,,raw.labware_contact,cleansed.labware_contact,key_value,keyValue,,,
CONTACT,template,,,,STRING,,raw.labware_contact,cleansed.labware_contact,template,template,,,
CONTACT,notified,,,,STRING,,raw.labware_contact,cleansed.labware_contact,notified,notified,flag-TorF-yes-no,,
CONTACT,notified_by,,,,STRING,,raw.labware_contact,cleansed.labware_contact,notified_by,notifiedBy,,,
CONTACT,notified_on,,,,DATE,,raw.labware_contact,cleansed.labware_contact,notified_on,notifiedOn,,,
CONTACT,group_name,,,,STRING,,raw.labware_contact,cleansed.labware_contact,group_name,groupName,,,
CONTACT,removed,,,,STRING,,raw.labware_contact,cleansed.labware_contact,removed,removed,flag-TorF-yes-no,,
CONTACT,order_num,,,,STRING,,raw.labware_contact,cleansed.labware_contact,order_num,orderNum,,,
CONTACT,changed_by,,,,STRING,,raw.labware_contact,cleansed.labware_contact,changed_by,changedBy,,,
CONTACT,changed_on,,,,DATE,,raw.labware_contact,cleansed.labware_contact,changed_on,changedOn,,,
CONTAINER,name,,Y,,STRING,,raw.labware_container,cleansed.labware_container,name,name,trimcoalesce,,
CONTAINER,changed_by,,,,STRING,,raw.labware_container,cleansed.labware_container,changed_by,changedBy,,,
CONTAINER,changed_on,,,,DATE,,raw.labware_container,cleansed.labware_container,changed_on,changedOn,,,
CONTAINER,removed,,,,STRING,,raw.labware_container,cleansed.labware_container,removed,removed,flag-TorF-yes-no,,
CONTAINER,description,,,,STRING,,raw.labware_container,cleansed.labware_container,description,description,,,
CONTAINER,group_name,,,,STRING,,raw.labware_container,cleansed.labware_container,group_name,groupName,,,
CONTAINER,ext_link,,,,STRING,,raw.labware_container,cleansed.labware_container,ext_link,extLink,,,
CONTAINER,instructions,,,,STRING,,raw.labware_container,cleansed.labware_container,instructions,instructions,,,
CONTAINER,volume,,,,STRING,,raw.labware_container,cleansed.labware_container,volume,volume,,,
CONTAINER,units,,,,STRING,,raw.labware_container,cleansed.labware_container,units,units,,,
CONTAINER,hazard,,,,STRING,,raw.labware_container,cleansed.labware_container,hazard,hazard,,,
CONTAINER,label_name,,,,STRING,,raw.labware_container,cleansed.labware_container,label_name,labelName,,,
CONTAINER,container_ratio,,,,"DECIMAL(13,3)",,raw.labware_container,cleansed.labware_container,container_ratio,containerRatio,,,
CONTAINER,bottle_type,,,,STRING,,raw.labware_container,cleansed.labware_container,bottle_type,bottleType,,,
CONTAINER_LIST_ENTRY,container_list,,Y,,STRING,,raw.labware_container_list_entry,cleansed.labware_container_list_entry,container_list,containerList,trimcoalesce,,
CONTAINER_LIST_ENTRY,entry_name,,Y,,STRING,,raw.labware_container_list_entry,cleansed.labware_container_list_entry,entry_name,entryName,trimcoalesce,,
CONTAINER_LIST_ENTRY,container,,,,STRING,,raw.labware_container_list_entry,cleansed.labware_container_list_entry,container,container,,,
CONTAINER_LIST_ENTRY,order_number,,Y,,BIGINT,,raw.labware_container_list_entry,cleansed.labware_container_list_entry,order_number,orderNumber,trimcoalesce,,
CONTAINER_LIST_ENTRY,lab_reception_point,,,,STRING,,raw.labware_container_list_entry,cleansed.labware_container_list_entry,lab_reception_point,labReceptionPoint,,,
CONTRACT_CURRENCY,name,,Y,,STRING,,raw.labware_contract_currency,cleansed.labware_contract_currency,name,name,trimcoalesce,,
CONTRACT_CURRENCY,changed_by,,,,STRING,,raw.labware_contract_currency,cleansed.labware_contract_currency,changed_by,changedBy,,,
CONTRACT_CURRENCY,changed_on,,,,DATE,,raw.labware_contract_currency,cleansed.labware_contract_currency,changed_on,changedOn,,,
CONTRACT_CURRENCY,removed,,,,STRING,,raw.labware_contract_currency,cleansed.labware_contract_currency,removed,removed,flag-TorF-yes-no,,
CONTRACT_CURRENCY,description,,,,STRING,,raw.labware_contract_currency,cleansed.labware_contract_currency,description,description,,,
CONTRACT_CURRENCY,currency_symbol,,,,STRING,,raw.labware_contract_currency,cleansed.labware_contract_currency,currency_symbol,currencySymbol,,,
CONTRACT_CURRENCY,base_currency,,,,STRING,,raw.labware_contract_currency,cleansed.labware_contract_currency,base_currency,baseCurrency,,,
CONTRACT_CURRENCY,exchange_factor,,,,"DECIMAL(22,10)",,raw.labware_contract_currency,cleansed.labware_contract_currency,exchange_factor,exchangeFactor,,,
CONTRACT_CURRENCY,group_name,,,,STRING,,raw.labware_contract_currency,cleansed.labware_contract_currency,group_name,groupName,,,
CONTRACT_CURRENCY,ext_link,,,,STRING,,raw.labware_contract_currency,cleansed.labware_contract_currency,ext_link,extLink,,,
CONTRACT_QUOTE,contract_quote_no,,Y,,BIGINT,,raw.labware_contract_quote,cleansed.labware_contract_quote,contract_quote_no,contractQuoteNo,trimcoalesce,,
CONTRACT_QUOTE,changed_by,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,changed_by,changedBy,,,
CONTRACT_QUOTE,changed_on,,,,DATE,,raw.labware_contract_quote,cleansed.labware_contract_quote,changed_on,changedOn,,,
CONTRACT_QUOTE,contract_quote_id,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,contract_quote_id,contractQuoteId,,,
CONTRACT_QUOTE,description,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,description,description,,,
CONTRACT_QUOTE,account_number,,,,BIGINT,,raw.labware_contract_quote,cleansed.labware_contract_quote,account_number,accountNumber,,,
CONTRACT_QUOTE,customer,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,customer,customer,,,
CONTRACT_QUOTE,master_contract,,,,BIGINT,,raw.labware_contract_quote,cleansed.labware_contract_quote,master_contract,masterContract,,,
CONTRACT_QUOTE,group_name,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,group_name,groupName,,,
CONTRACT_QUOTE,payment_due_days,,,,BIGINT,,raw.labware_contract_quote,cleansed.labware_contract_quote,payment_due_days,paymentDueDays,,,
CONTRACT_QUOTE,tax_plan,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,tax_plan,taxPlan,,,
CONTRACT_QUOTE,base_currency,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,base_currency,baseCurrency,,,
CONTRACT_QUOTE,quote_currency,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,quote_currency,quoteCurrency,,,
CONTRACT_QUOTE,quote_exchange,,,,"DECIMAL(22,10)",,raw.labware_contract_quote,cleansed.labware_contract_quote,quote_exchange,quoteExchange,,,
CONTRACT_QUOTE,billing_currency,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,billing_currency,billingCurrency,,,
CONTRACT_QUOTE,invoice_test_lists,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,invoice_test_lists,invoiceTestLists,,,
CONTRACT_QUOTE,all_quantity_price,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,all_quantity_price,allQuantityPrice,,,
CONTRACT_QUOTE,quant_by_invoice,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,quant_by_invoice,quantByInvoice,,,
CONTRACT_QUOTE,discount_percent,,,,BIGINT,,raw.labware_contract_quote,cleansed.labware_contract_quote,discount_percent,discountPercent,,,
CONTRACT_QUOTE,surcharge_percent,,,,BIGINT,,raw.labware_contract_quote,cleansed.labware_contract_quote,surcharge_percent,surchargePercent,,,
CONTRACT_QUOTE,round_to,,,,"DECIMAL(22,10)",,raw.labware_contract_quote,cleansed.labware_contract_quote,round_to,roundTo,,,
CONTRACT_QUOTE,quote_expiration,,,,DATE,,raw.labware_contract_quote,cleansed.labware_contract_quote,quote_expiration,quoteExpiration,,,
CONTRACT_QUOTE,contract_effective,,,,DATE,,raw.labware_contract_quote,cleansed.labware_contract_quote,contract_effective,contractEffective,,,
CONTRACT_QUOTE,contract_expires,,,,DATE,,raw.labware_contract_quote,cleansed.labware_contract_quote,contract_expires,contractExpires,,,
CONTRACT_QUOTE,contracted,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,contracted,contracted,flag-TorF-yes-no,,
CONTRACT_QUOTE,contract_itms_only,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,contract_itms_only,contractItmsOnly,flag-TorF-yes-no,,
CONTRACT_QUOTE,current_po_number,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,current_po_number,currentPoNumber,,,
CONTRACT_QUOTE,active_flag,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,active_flag,activeFlag,flag-TorF-yes-no,,
CONTRACT_QUOTE,invoice_interval,,,,BIGINT,,raw.labware_contract_quote,cleansed.labware_contract_quote,invoice_interval,invoiceInterval,,,
CONTRACT_QUOTE,interval_units,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,interval_units,intervalUnits,,,
CONTRACT_QUOTE,first_invoice,,,,DATE,,raw.labware_contract_quote,cleansed.labware_contract_quote,first_invoice,firstInvoice,,,
CONTRACT_QUOTE,special_instruct,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,special_instruct,specialInstruct,,,
CONTRACT_QUOTE,display_message,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,display_message,displayMessage,,,
CONTRACT_QUOTE,removed,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,removed,removed,flag-TorF-yes-no,,
CONTRACT_QUOTE,quote_id_config,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,quote_id_config,quoteIdConfig,,,
CONTRACT_QUOTE,invoice_id_config,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,invoice_id_config,keyFeildConfigurationCalc,,,
CONTRACT_QUOTE,ext_link,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,ext_link,extLink,,,
CONTRACT_QUOTE,quotation_format,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,quotation_format,quotationFormat,,,
CONTRACT_QUOTE,report_file_type,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,report_file_type,reportFileType,,,
CONTRACT_QUOTE,invoice_format,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,invoice_format,invoiceFormat,,,
CONTRACT_QUOTE,print_count,,,,BIGINT,,raw.labware_contract_quote,cleansed.labware_contract_quote,print_count,printCount,,,
CONTRACT_QUOTE,printed_by,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,printed_by,printedBy,,,
CONTRACT_QUOTE,printed_on,,,,DATE,,raw.labware_contract_quote,cleansed.labware_contract_quote,printed_on,printedOn,,,
CONTRACT_QUOTE,last_print_file,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,last_print_file,lastPrintFile,,,
CONTRACT_QUOTE,scope_of_work,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,scope_of_work,scopeOfWork,,,
CONTRACT_QUOTE,turnaround,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,turnaround,turnaround,,,
CONTRACT_QUOTE,sample_matrix,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,sample_matrix,sampleMatrix,,,
CONTRACT_QUOTE,adhoc_req_no,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,adhoc_req_no,adhocReqNo,,,
CONTRACT_QUOTE,cost_item_version,,,,BIGINT,,raw.labware_contract_quote,cleansed.labware_contract_quote,cost_item_version,costItemVersion,,,
CONTRACT_QUOTE,pre_inv_id_config,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,pre_inv_id_config,preInvIdConfig,,,
CONTRACT_QUOTE,master_cntrct_disc,,,,BIGINT,,raw.labware_contract_quote,cleansed.labware_contract_quote,master_cntrct_disc,masterCntrctDisc,,,
CONTRACT_QUOTE,master_cntrct_sur,,,,BIGINT,,raw.labware_contract_quote,cleansed.labware_contract_quote,master_cntrct_sur,masterCntrctSur,,,
CONTRACT_QUOTE,cost_item_disc,,,,BIGINT,,raw.labware_contract_quote,cleansed.labware_contract_quote,cost_item_disc,costItemDisc,,,
CONTRACT_QUOTE,cost_item_sur,,,,BIGINT,,raw.labware_contract_quote,cleansed.labware_contract_quote,cost_item_sur,costItemSur,,,
CONTRACT_QUOTE,swc_quote_cpi_msg,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,swc_quote_cpi_msg,swcQuoteCpiMsg,,,
CONTRACT_QUOTE,swc_premium_pricing,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,swc_premium_pricing,swcPremiumPricing,,,
CONTRACT_QUOTE,swc_cust_cat,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,swc_cust_cat,swcCustCat,,,
CONTRACT_QUOTE,swc_quote_type,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,swc_quote_type,swcQuoteType,,,
CONTRACT_QUOTE,swc_quote_comp,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,swc_quote_comp,swcQuoteComp,,,
CONTRACT_QUOTE,swc_quote_issued,,,,DATE,,raw.labware_contract_quote,cleansed.labware_contract_quote,swc_quote_issued,swcQuoteIssued,,,
CONTRACT_QUOTE,swc_quote_won_lost,,,,DATE,,raw.labware_contract_quote,cleansed.labware_contract_quote,swc_quote_won_lost,swcQuoteWonLost,,,
CONTRACT_QUOTE,swc_bus_type,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,swc_bus_type,swcBusType,,,
CONTRACT_QUOTE,swc_owner,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,swc_owner,swcOwner,,,
CONTRACT_QUOTE,swc_comments,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,swc_comments,swcComments,,,
CONTRACT_QUOTE,pre_invoice_format,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,pre_invoice_format,preInvoiceFormat,,,
CONTRACT_QUOTE,catalogue,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,catalogue,catalogue,,,
CONTRACT_QUOTE,catalogue_version,,,,BIGINT,,raw.labware_contract_quote,cleansed.labware_contract_quote,catalogue_version,catalogueVersion,,,
CONTRACT_QUOTE,use_latest_cat_ver,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,use_latest_cat_ver,useLatestCatVer,,,
CONTRACT_QUOTE,search_template,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,search_template,searchTemplate,,,
CONTRACT_QUOTE,quant_price_is_disc,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,quant_price_is_disc,quantPriceIsDisc,,,
CONTRACT_QUOTE,cat_item_disc,,,,BIGINT,,raw.labware_contract_quote,cleansed.labware_contract_quote,cat_item_disc,catItemDisc,,,
CONTRACT_QUOTE,cat_item_sur,,,,BIGINT,,raw.labware_contract_quote,cleansed.labware_contract_quote,cat_item_sur,catItemSur,,,
CONTRACT_QUOTE,c_quote_approve_by,,,,STRING,,raw.labware_contract_quote,cleansed.labware_contract_quote,c_quote_approve_by,cQuoteApproveBy,,,
CONTRACT_QUOTE,c_quote_approve_date,,,,DATE,,raw.labware_contract_quote,cleansed.labware_contract_quote,c_quote_approve_date,cQuoteApproveDate,,,
CONTRACT_QUOTE_ITM,contract_quote_no,,Y,,BIGINT,,raw.labware_contract_quote_itm,cleansed.labware_contract_quote_itm,contract_quote_no,contractQuoteNo,trimcoalesce,,
CONTRACT_QUOTE_ITM,cntrct_qte_item_no,,Y,,BIGINT,,raw.labware_contract_quote_itm,cleansed.labware_contract_quote_itm,cntrct_qte_item_no,cntrctQteItemNo,trimcoalesce,,
CONTRACT_QUOTE_ITM,cost_item_no,,,,BIGINT,,raw.labware_contract_quote_itm,cleansed.labware_contract_quote_itm,cost_item_no,costItemNo,,,
CONTRACT_QUOTE_ITM,item_code,,,,STRING,,raw.labware_contract_quote_itm,cleansed.labware_contract_quote_itm,item_code,itemCode,,,
CONTRACT_QUOTE_ITM,description,,,,STRING,,raw.labware_contract_quote_itm,cleansed.labware_contract_quote_itm,description,description,,,
CONTRACT_QUOTE_ITM,list_price,,,,"DECIMAL(22,10)",,raw.labware_contract_quote_itm,cleansed.labware_contract_quote_itm,list_price,listPrice,,,
CONTRACT_QUOTE_ITM,quantity_1,,,,BIGINT,,raw.labware_contract_quote_itm,cleansed.labware_contract_quote_itm,quantity_1,quantity1,,,
