date,deliverySystem,Value
14/11/2018,Macarthur,103.3006118
14/11/2018,Nepean,14.67999709
14/11/2018,Richmond Windsor,24.68960024
14/11/2018,Warragamba,4.49021499
14/11/2018,Woronora,27.34161695
14/11/2018,Prospect North,248.0313046
14/11/2018,Prospect South,142.5845284
14/11/2018,Ryde,226.6242127
14/11/2018,Kurnell WT0155,0
14/11/2018,Prospect East,78.87632507
14/11/2018,Potts Hill,614.0896331
14/11/2018,Potts Hill + Prospect East + Kurnell,692.9659582
14/11/2018,Total Prospect + Kurnell,1301.646004
14/11/2018,Tariff Meters,1301.646004
14/11/2018,Total Demand,1666.635666
14/11/2018,Total flow,1653.57
14/11/2018,Illawarra Filtered,84.09346263
15/11/2018,Cascades,6.656315669
15/11/2018,Greaves Creek,-0.480247674
15/11/2018,Blue Mtns,6.176067996
15/11/2018,Orchard Hills,65.93886911
15/11/2018,Cascade + Orchard Hills ,72.11493711
15/11/2018,Illawara,76.49978586
15/11/2018,Illawarra Unfiltered,2.82
15/11/2018,Macarthur,86.76924458
15/11/2018,Nepean,11.10807333
15/11/2018,Richmond Windsor,20.05173906
15/11/2018,Warragamba,3.731724936
15/11/2018,Woronora,23.52216664
15/11/2018,Prospect North,216.2722318
15/11/2018,Prospect South,119.5495429
15/11/2018,Ryde,208.2356499
15/11/2018,Kurnell WT0155,0
15/11/2018,Prospect East,83.98252182
15/11/2018,Potts Hill,571.4982043
15/11/2018,Potts Hill + Prospect East + Kurnell,655.4807261
15/11/2018,Total Prospect + Kurnell,1185.258151
15/11/2018,Tariff Meters,1185.258151
15/11/2018,Total Demand,1493.335822
15/11/2018,Total flow,1496.18
15/11/2018,Illawarra Filtered,73.67978586
16/11/2018,Cascades,7.150675091
16/11/2018,Greaves Creek,0.249554349
16/11/2018,Blue Mtns,7.40022944
16/11/2018,Orchard Hills,67.59764748
16/11/2018,Cascade + Orchard Hills ,74.99787692
16/11/2018,Illawara,76.0752596
16/11/2018,Illawarra Unfiltered,2.91
16/11/2018,Macarthur,82.82327887
16/11/2018,Nepean,11.79304237
16/11/2018,Richmond Windsor,18.48096381
16/11/2018,Warragamba,3.259794341
16/11/2018,Woronora,23.55976756
16/11/2018,Prospect North,215.5010883
16/11/2018,Prospect South,125.8007132
16/11/2018,Ryde,209.4246323
16/11/2018,Kurnell WT0155,0
16/11/2018,Prospect East,74.51407448
16/11/2018,Potts Hill,575.8204063
16/11/2018,Potts Hill + Prospect East + Kurnell,650.3344808
16/11/2018,Total Prospect + Kurnell,1186.770915
16/11/2018,Tariff Meters,1186.770915
16/11/2018,Total Demand,1492.050898
16/11/2018,Total flow,1437.31
16/11/2018,Illawarra Filtered,73.1652596
17/11/2018,Cascades,7.350150116
17/11/2018,Greaves Creek,-0.152369096
17/11/2018,Blue Mtns,7.197781021
17/11/2018,Orchard Hills,58.72383957
17/11/2018,Cascade + Orchard Hills ,65.92162059
17/11/2018,Illawara,71.86382121
17/11/2018,Illawarra Unfiltered,0.26
17/11/2018,Macarthur,81.5363237
17/11/2018,Nepean,10.95214513
17/11/2018,Richmond Windsor,28.36329174
17/11/2018,Warragamba,2.999365361
17/11/2018,Woronora,23.85850589
17/11/2018,Prospect North,198.5684978
17/11/2018,Prospect South,119.5933464
17/11/2018,Ryde,199.1066771
17/11/2018,Kurnell WT0155,0
17/11/2018,Prospect East,72.89708917
17/11/2018,Potts Hill,568.376907
17/11/2018,Potts Hill + Prospect East + Kurnell,641.2739962
17/11/2018,Total Prospect + Kurnell,1144.052517
17/11/2018,Tariff Meters,1144.052517
17/11/2018,Total Demand,1444.037591
17/11/2018,Total flow,1384.26
17/11/2018,Illawarra Filtered,71.60382121
18/11/2018,Cascades,7.835685625
18/11/2018,Greaves Creek,-0.149732338
18/11/2018,Blue Mtns,7.685953287
18/11/2018,Orchard Hills,64.11218823
18/11/2018,Cascade + Orchard Hills ,71.79814151
18/11/2018,Illawara,76.61573737
18/11/2018,Illawarra Unfiltered,3.32
18/11/2018,Macarthur,90.34260734
18/11/2018,Nepean,10.13531224
18/11/2018,Richmond Windsor,16.89785899
18/11/2018,Warragamba,3.577578081
18/11/2018,Woronora,26.56140311
18/11/2018,Prospect North,240.1532657
18/11/2018,Prospect South,127.90255
18/11/2018,Ryde,211.5851054
18/11/2018,Kurnell WT0155,0
18/11/2018,Prospect East,83.48122948
18/11/2018,Potts Hill,575.7167797
18/11/2018,Potts Hill + Prospect East + Kurnell,659.1980092
18/11/2018,Total Prospect + Kurnell,1224.58893
18/11/2018,Tariff Meters,1224.58893
18/11/2018,Total Demand,1534.767569
18/11/2018,Total flow,1641.69
18/11/2018,Illawarra Filtered,73.29573737
19/11/2018,Cascades,8.718338681
19/11/2018,Greaves Creek,-0.177610738
19/11/2018,Blue Mtns,8.540727943
19/11/2018,Orchard Hills,70.37818421
19/11/2018,Cascade + Orchard Hills ,78.91891215
19/11/2018,Illawara,82.86823636
19/11/2018,Illawarra Unfiltered,2.41
19/11/2018,Macarthur,98.55694909
19/11/2018,Nepean,12.11054143
19/11/2018,Richmond Windsor,16.68975576
19/11/2018,Warragamba,3.843300797
19/11/2018,Woronora,29.83644738
19/11/2018,Prospect North,231.7586081
19/11/2018,Prospect South,136.1677431
19/11/2018,Ryde,225.0286384
19/11/2018,Kurnell WT0155,0
19/11/2018,Prospect East,72.89358645
19/11/2018,Potts Hill,595.8732217
19/11/2018,Potts Hill + Prospect East + Kurnell,668.7668081
19/11/2018,Total Prospect + Kurnell,1247.401798
19/11/2018,Tariff Meters,1247.401798
19/11/2018,Total Demand,1584.545941
19/11/2018,Total flow,1473.41
19/11/2018,Illawarra Filtered,80.45823636
20/11/2018,Cascades,8.113640494
20/11/2018,Greaves Creek,-0.398851988
20/11/2018,Blue Mtns,7.714788505
20/11/2018,Orchard Hills,72.43463329
20/11/2018,Cascade + Orchard Hills ,80.14942179
20/11/2018,Illawara,85.72248182
20/11/2018,Illawarra Unfiltered,4.38
20/11/2018,Macarthur,101.9172613
20/11/2018,Nepean,12.78422095
20/11/2018,Richmond Windsor,18.92404315
20/11/2018,Warragamba,4.046210733
20/11/2018,Woronora,28.54891141
20/11/2018,Prospect North,223.6708531
20/11/2018,Prospect South,140.9144104
20/11/2018,Ryde,221.6758338
20/11/2018,Kurnell WT0155,0
20/11/2018,Prospect East,96.56416086
20/11/2018,Potts Hill,613.8068635
20/11/2018,Potts Hill + Prospect East + Kurnell,710.3710244
20/11/2018,Total Prospect + Kurnell,1282.312122
20/11/2018,Tariff Meters,1282.312122
20/11/2018,Total Demand,1628.724673
20/11/2018,Total flow,1641.79
20/11/2018,Illawarra Filtered,81.34248182
21/11/2018,Cascades,7.826932134
21/11/2018,Greaves Creek,1.017183967
21/11/2018,Blue Mtns,8.844116101
21/11/2018,Orchard Hills,76.97298638
21/11/2018,Cascade + Orchard Hills ,85.81710248
21/11/2018,Illawara,88.65702323
21/11/2018,Illawarra Unfiltered,7.6
21/11/2018,Macarthur,106.2572737
21/11/2018,Nepean,13.91059201
21/11/2018,Richmond Windsor,20.24919074
21/11/2018,Warragamba,3.870981014
21/11/2018,Woronora,28.99178267
21/11/2018,Prospect North,239.2945497
21/11/2018,Prospect South,142.3865341
21/11/2018,Ryde,225.2438799
21/11/2018,Kurnell WT0155,0
21/11/2018,Prospect East,86.22159968
21/11/2018,Potts Hill,620.8519037
21/11/2018,Potts Hill + Prospect East + Kurnell,707.0735033
21/11/2018,Total Prospect + Kurnell,1305.428467
21/11/2018,Tariff Meters,1305.428467
21/11/2018,Total Demand,1661.752413
21/11/2018,Total flow,1664.46
21/11/2018,Illawarra Filtered,81.05702323
22/11/2018,Cascades,8.223491163
22/11/2018,Greaves Creek,1.299547194
22/11/2018,Blue Mtns,9.523038357
22/11/2018,Orchard Hills,69.80528558
22/11/2018,Cascade + Orchard Hills ,79.32832394
22/11/2018,Illawara,81.27649899
22/11/2018,Illawarra Unfiltered,4.59
22/11/2018,Macarthur,93.43112262
22/11/2018,Nepean,10.74148219
22/11/2018,Richmond Windsor,19.68980944
22/11/2018,Warragamba,3.710013338
22/11/2018,Woronora,26.80129766
22/11/2018,Prospect North,225.0406827
22/11/2018,Prospect South,134.8910148
22/11/2018,Ryde,221.2132275
22/11/2018,Kurnell WT0155,0
22/11/2018,Prospect East,83.05258078
22/11/2018,Potts Hill,619.4405687
22/11/2018,Potts Hill + Prospect East + Kurnell,702.4931494
22/11/2018,Total Prospect + Kurnell,1268.278074
22/11/2018,Tariff Meters,1268.278074
22/11/2018,Total Demand,1598.616623
22/11/2018,Total flow,1502.72
22/11/2018,Illawarra Filtered,76.68649899
23/11/2018,Cascades,8.254387415
23/11/2018,Greaves Creek,1.810856368
23/11/2018,Blue Mtns,10.06524378
23/11/2018,Orchard Hills,67.05443459
23/11/2018,Cascade + Orchard Hills ,77.11967837
23/11/2018,Illawara,78.11776667
23/11/2018,Illawarra Unfiltered,4.29
23/11/2018,Macarthur,88.87353358
23/11/2018,Nepean,10.837628
23/11/2018,Richmond Windsor,18.99766544
23/11/2018,Warragamba,3.619662646
23/11/2018,Woronora,28.00839253
23/11/2018,Prospect North,218.8235752
23/11/2018,Prospect South,129.7056315
23/11/2018,Ryde,222.0906014
23/11/2018,Kurnell WT0155,0
23/11/2018,Prospect East,81.03467776
23/11/2018,Potts Hill,592.9593959
23/11/2018,Potts Hill + Prospect East + Kurnell,673.9940736
23/11/2018,Total Prospect + Kurnell,1229.243882
23/11/2018,Tariff Meters,1229.243882
23/11/2018,Total Demand,1550.188209
23/11/2018,Total flow,1489.64
23/11/2018,Illawarra Filtered,73.82776667
24/11/2018,Cascades,8.096625984
24/11/2018,Greaves Creek,1.611916191
24/11/2018,Blue Mtns,9.708542175
24/11/2018,Orchard Hills,70.58226673
24/11/2018,Cascade + Orchard Hills ,80.2908089
24/11/2018,Illawara,90.30352929
24/11/2018,Illawarra Unfiltered,10.9
24/11/2018,Macarthur,93.05688378
24/11/2018,Nepean,12.30843484
24/11/2018,Richmond Windsor,19.6813137
24/11/2018,Warragamba,4.075850933
24/11/2018,Woronora,27.24287153
24/11/2018,Prospect North,230.2607923
24/11/2018,Prospect South,136.9358423
24/11/2018,Ryde,222.053882
24/11/2018,Kurnell WT0155,0
24/11/2018,Prospect East,84.09874118
24/11/2018,Potts Hill,600.5281049
24/11/2018,Potts Hill + Prospect East + Kurnell,684.6268461
24/11/2018,Total Prospect + Kurnell,1258.407363
24/11/2018,Tariff Meters,1258.407363
24/11/2018,Total Demand,1600.837056
24/11/2018,Total flow,1571.55
24/11/2018,Illawarra Filtered,79.40352929
25/11/2018,Cascades,9.806410123
25/11/2018,Greaves Creek,2.216884339
25/11/2018,Blue Mtns,12.02329446
25/11/2018,Orchard Hills,89.74332924
25/11/2018,Cascade + Orchard Hills ,101.7666237
25/11/2018,Illawara,98.42648384
25/11/2018,Illawarra Unfiltered,10.51
25/11/2018,Macarthur,111.8752368
25/11/2018,Nepean,13.90262967
25/11/2018,Richmond Windsor,24.46148134
25/11/2018,Warragamba,5.041984377
25/11/2018,Woronora,35.30294091
25/11/2018,Prospect North,292.3811829
25/11/2018,Prospect South,137.1568419
25/11/2018,Ryde,253.3092406
25/11/2018,Kurnell WT0155,0
25/11/2018,Prospect East,99.53011695
25/11/2018,Potts Hill,623.6516856
25/11/2018,Potts Hill + Prospect East + Kurnell,723.1818026
25/11/2018,Total Prospect + Kurnell,1390.809068
25/11/2018,Tariff Meters,1390.809068
25/11/2018,Total Demand,1796.806449
25/11/2018,Total flow,1872.26
25/11/2018,Illawarra Filtered,87.91648384
26/11/2018,Cascades,11.38722581
26/11/2018,Greaves Creek,2.424307637
26/11/2018,Blue Mtns,13.81153344
26/11/2018,Orchard Hills,94.98305977
26/11/2018,Cascade + Orchard Hills ,108.7945932
26/11/2018,Illawara,104.8305313
26/11/2018,Illawarra Unfiltered,13.44
26/11/2018,Macarthur,120.4092379
26/11/2018,Nepean,16.37952691
26/11/2018,Richmond Windsor,25.56787603
26/11/2018,Warragamba,5.523925968
26/11/2018,Woronora,38.34108854
26/11/2018,Prospect North,297.5850332
26/11/2018,Prospect South,162.7044636
26/11/2018,Ryde,260.7833484
26/11/2018,Kurnell WT0155,0
26/11/2018,Prospect East,79.2065648
26/11/2018,Potts Hill,635.4243546
26/11/2018,Potts Hill + Prospect East + Kurnell,714.6309194
26/11/2018,Total Prospect + Kurnell,1420.673765
26/11/2018,Tariff Meters,1420.673765
26/11/2018,Total Demand,1855.550545
26/11/2018,Total flow,1810.08
26/11/2018,Illawarra Filtered,91.39053131
27/11/2018,Cascades,9.636818732
27/11/2018,Greaves Creek,2.297157045
27/11/2018,Blue Mtns,11.93397578
27/11/2018,Orchard Hills,81.06350103
27/11/2018,Cascade + Orchard Hills ,92.9974768
27/11/2018,Illawara,86.91779293
27/11/2018,Illawarra Unfiltered,10.11
27/11/2018,Macarthur,105.9025639
27/11/2018,Nepean,14.29482942
27/11/2018,Richmond Windsor,24.03742711
27/11/2018,Warragamba,4.647295436
27/11/2018,Woronora,30.35527461
27/11/2018,Prospect North,247.0367021
27/11/2018,Prospect South,147.8820526
27/11/2018,Ryde,240.6185828
27/11/2018,Kurnell WT0155,0
27/11/2018,Prospect East,92.23286386
27/11/2018,Potts Hill,624.1419394
27/11/2018,Potts Hill + Prospect East + Kurnell,716.3748033
27/11/2018,Total Prospect + Kurnell,1336.932141
27/11/2018,Tariff Meters,1336.932141
27/11/2018,Total Demand,1711.064801
27/11/2018,Total flow,1644.45
27/11/2018,Illawarra Filtered,76.80779293
28/11/2018,Cascades,7.974170421
28/11/2018,Greaves Creek,1.401676749
28/11/2018,Blue Mtns,9.37584717
28/11/2018,Orchard Hills,69.54780226
28/11/2018,Cascade + Orchard Hills ,78.92364943
28/11/2018,Illawara,75.37505152
28/11/2018,Illawarra Unfiltered,4.15
28/11/2018,Macarthur,90.64121628
28/11/2018,Nepean,11.99112281
28/11/2018,Richmond Windsor,19.00167632
28/11/2018,Warragamba,3.55070144
28/11/2018,Woronora,25.82295445
28/11/2018,Prospect North,229.691262
28/11/2018,Prospect South,136.4736749
28/11/2018,Ryde,208.8993752
28/11/2018,Kurnell WT0155,0
28/11/2018,Prospect East,89.55166209
28/11/2018,Potts Hill,586.912113
28/11/2018,Potts Hill + Prospect East + Kurnell,676.4637751
28/11/2018,Total Prospect + Kurnell,1236.168087
28/11/2018,Tariff Meters,1236.168087
28/11/2018,Total Demand,1556.834459
28/11/2018,Total flow,1640.87
28/11/2018,Illawarra Filtered,71.22505152
29/11/2018,Cascades,7.36610551
29/11/2018,Greaves Creek,1.349962676
29/11/2018,Blue Mtns,8.716068186
29/11/2018,Orchard Hills,56.99191281
29/11/2018,Cascade + Orchard Hills ,65.70798099
29/11/2018,Illawara,70.67931414
29/11/2018,Illawarra Unfiltered,5.41
29/11/2018,Macarthur,67.94227313
29/11/2018,Nepean,9.577014992
29/11/2018,Richmond Windsor,13.97243968
29/11/2018,Warragamba,2.123803471
29/11/2018,Woronora,21.85149993
29/11/2018,Prospect North,190.693067
29/11/2018,Prospect South,112.722791
29/11/2018,Ryde,201.9493796
29/11/2018,Kurnell WT0155,0
29/11/2018,Prospect East,69.39770769
29/11/2018,Potts Hill,534.3634828
29/11/2018,Potts Hill + Prospect East + Kurnell,603.7611905
29/11/2018,Total Prospect + Kurnell,1091.946428
29/11/2018,Tariff Meters,1091.946428
29/11/2018,Total Demand,1360.980754
29/11/2018,Total flow,1304.89
29/11/2018,Illawarra Filtered,65.26931414
30/11/2018,Cascades,7.439319429
30/11/2018,Greaves Creek,1.735144667
30/11/2018,Blue Mtns,9.174464096
30/11/2018,Orchard Hills,61.6853556
30/11/2018,Cascade + Orchard Hills ,70.85981969
30/11/2018,Illawara,72.48011717
30/11/2018,Illawarra Unfiltered,1.52
30/11/2018,Macarthur,77.42701473
30/11/2018,Nepean,9.385339883
30/11/2018,Richmond Windsor,15.06308505
30/11/2018,Warragamba,2.930381408
30/11/2018,Woronora,22.82420095
30/11/2018,Prospect North,206.4949383
30/11/2018,Prospect South,118.7441199
30/11/2018,Ryde,204.6236817
30/11/2018,Kurnell WT0155,0
30/11/2018,Prospect East,75.1781932
30/11/2018,Potts Hill,561.6654699
30/11/2018,Potts Hill + Prospect East + Kurnell,636.8436631
30/11/2018,Total Prospect + Kurnell,1151.836403
30/11/2018,Tariff Meters,1151.836403
30/11/2018,Total Demand,1437.676362
30/11/2018,Total flow,1322.31
30/11/2018,Illawarra Filtered,70.96011717
1/12/2018,Cascades,6.910300355
1/12/2018,Greaves Creek,1.810458763
1/12/2018,Blue Mtns,8.720759118
1/12/2018,Orchard Hills,63.05508852
1/12/2018,Cascade + Orchard Hills ,71.77584764
1/12/2018,Illawara,81.99342424
1/12/2018,Illawarra Unfiltered,7.51
1/12/2018,Macarthur,87.98436573
1/12/2018,Nepean,9.896088988
1/12/2018,Richmond Windsor,16.15501084
1/12/2018,Warragamba,2.472791669
1/12/2018,Woronora,24.04550665
1/12/2018,Prospect North,208.148714
1/12/2018,Prospect South,115.9096208
1/12/2018,Ryde,209.9922256
1/12/2018,Kurnell WT0155,0
1/12/2018,Prospect East,95.2977441
1/12/2018,Potts Hill,572.4799863
1/12/2018,Potts Hill + Prospect East + Kurnell,667.7777304
1/12/2018,Total Prospect + Kurnell,1186.958291
1/12/2018,Tariff Meters,1186.958291
1/12/2018,Total Demand,1496.151327
1/12/2018,Total flow,1535.32
1/12/2018,Illawarra Filtered,74.48342424
2/12/2018,Cascades,8.879088737
2/12/2018,Greaves Creek,1.83738236
2/12/2018,Blue Mtns,10.7164711
2/12/2018,Orchard Hills,72.92391636
2/12/2018,Cascade + Orchard Hills ,83.64038746
2/12/2018,Illawara,85.9944
2/12/2018,Illawarra Unfiltered,4.88
2/12/2018,Macarthur,94.29749318
2/12/2018,Nepean,11.49227821
2/12/2018,Richmond Windsor,18.00916466
2/12/2018,Warragamba,3.762624341
2/12/2018,Woronora,28.35228277
2/12/2018,Prospect North,251.4218364
2/12/2018,Prospect South,137.769609
2/12/2018,Ryde,219.8329885
2/12/2018,Kurnell WT0155,0
2/12/2018,Prospect East,80.86449938
2/12/2018,Potts Hill,589.4330454
2/12/2018,Potts Hill + Prospect East + Kurnell,670.2975448
2/12/2018,Total Prospect + Kurnell,1264.361979
2/12/2018,Tariff Meters,1264.361979
2/12/2018,Total Demand,1604.870609
2/12/2018,Total flow,1728.15
2/12/2018,Illawarra Filtered,81.1144
3/12/2018,Cascades,9.794644932
3/12/2018,Greaves Creek,2.275229656
3/12/2018,Blue Mtns,12.06987459
3/12/2018,Orchard Hills,79.60010154
3/12/2018,Cascade + Orchard Hills ,91.66997613
3/12/2018,Illawara,87.62401717
3/12/2018,Illawarra Unfiltered,4.24
3/12/2018,Macarthur,100.5992879
3/12/2018,Nepean,12.20760865
3/12/2018,Richmond Windsor,20.7656293
3/12/2018,Warragamba,3.977995244
3/12/2018,Woronora,32.03475774
3/12/2018,Prospect North,253.764387
3/12/2018,Prospect South,140.2574974
3/12/2018,Ryde,243.188138
3/12/2018,Kurnell WT0155,0
3/12/2018,Prospect East,84.78756921
3/12/2018,Potts Hill,617.0598588
3/12/2018,Potts Hill + Prospect East + Kurnell,701.847428
3/12/2018,Total Prospect + Kurnell,1324.02745
3/12/2018,Tariff Meters,1324.02745
3/12/2018,Total Demand,1687.936723
3/12/2018,Total flow,1560.13
3/12/2018,Illawarra Filtered,83.38401717
4/12/2018,Cascades,10.20233854
4/12/2018,Greaves Creek,1.852885329
4/12/2018,Blue Mtns,12.05522387
4/12/2018,Orchard Hills,79.3854749
4/12/2018,Cascade + Orchard Hills ,91.44069877
4/12/2018,Illawara,98.25258889
4/12/2018,Illawarra Unfiltered,12.3
4/12/2018,Macarthur,106.1990079
4/12/2018,Nepean,14.12996986
4/12/2018,Richmond Windsor,21.43391421
4/12/2018,Warragamba,4.342880801
4/12/2018,Woronora,31.06384418
4/12/2018,Prospect North,249.2243748
4/12/2018,Prospect South,145.2188183
4/12/2018,Ryde,236.5000575
4/12/2018,Kurnell WT0155,0
4/12/2018,Prospect East,94.10193882
4/12/2018,Potts Hill,634.0934019
4/12/2018,Potts Hill + Prospect East + Kurnell,728.1953407
4/12/2018,Total Prospect + Kurnell,1343.428591
4/12/2018,Tariff Meters,1343.428591
4/12/2018,Total Demand,1726.001496
4/12/2018,Total flow,1626.24
4/12/2018,Illawarra Filtered,85.95258889
5/12/2018,Cascades,7.978370402
5/12/2018,Greaves Creek,1.845430985
5/12/2018,Blue Mtns,9.823801387
5/12/2018,Orchard Hills,70.42523407
5/12/2018,Cascade + Orchard Hills ,80.24903546
5/12/2018,Illawara,80.46547071
5/12/2018,Illawarra Unfiltered,5.55
5/12/2018,Macarthur,92.99923638
5/12/2018,Nepean,12.8631366
5/12/2018,Richmond Windsor,19.81110786
5/12/2018,Warragamba,3.759513024
5/12/2018,Woronora,26.66094202
5/12/2018,Prospect North,235.5834988
5/12/2018,Prospect South,133.169772
5/12/2018,Ryde,226.0597526
5/12/2018,Kurnell WT0155,0
5/12/2018,Prospect East,83.38614453
5/12/2018,Potts Hill,605.1226298
5/12/2018,Potts Hill + Prospect East + Kurnell,688.5087744
5/12/2018,Total Prospect + Kurnell,1275.871798
5/12/2018,Tariff Meters,1275.871798
5/12/2018,Total Demand,1600.13024
5/12/2018,Total flow,1668.65
5/12/2018,Illawarra Filtered,74.91547071
6/12/2018,Cascades,7.398366058
6/12/2018,Greaves Creek,1.502353315
6/12/2018,Blue Mtns,8.900719374
6/12/2018,Orchard Hills,62.9751004
6/12/2018,Cascade + Orchard Hills ,71.87581978
6/12/2018,Illawara,73.90332424
6/12/2018,Illawarra Unfiltered,0.81
6/12/2018,Macarthur,80.13598877
6/12/2018,Nepean,10.52105829
6/12/2018,Richmond Windsor,16.54292187
6/12/2018,Warragamba,2.484026217
6/12/2018,Woronora,23.89751292
6/12/2018,Prospect North,221.32619
6/12/2018,Prospect South,125.0626088
6/12/2018,Ryde,219.7469799
6/12/2018,Kurnell WT0155,0
6/12/2018,Prospect East,88.13163913
6/12/2018,Potts Hill,584.4252038
6/12/2018,Potts Hill + Prospect East + Kurnell,672.5568429
6/12/2018,Total Prospect + Kurnell,1222.842622
6/12/2018,Tariff Meters,1222.842622
6/12/2018,Total Demand,1518.053274
6/12/2018,Total flow,1472.52
6/12/2018,Illawarra Filtered,73.09332424
7/12/2018,Cascades,9.661980672
7/12/2018,Greaves Creek,2.039029429
7/12/2018,Blue Mtns,11.7010101
7/12/2018,Orchard Hills,71.81354781
7/12/2018,Cascade + Orchard Hills ,83.51455791
7/12/2018,Illawara,83.3402202
7/12/2018,Illawarra Unfiltered,3.11
7/12/2018,Macarthur,97.59606484
7/12/2018,Nepean,11.83305611
7/12/2018,Richmond Windsor,20.11274129
7/12/2018,Warragamba,3.382570191
7/12/2018,Woronora,25.43861103
7/12/2018,Prospect North,235.6551704
7/12/2018,Prospect South,135.0323673
7/12/2018,Ryde,229.8344291
7/12/2018,Kurnell WT0155,0
7/12/2018,Prospect East,83.88587827
7/12/2018,Potts Hill,596.9553763
7/12/2018,Potts Hill + Prospect East + Kurnell,680.8412546
7/12/2018,Total Prospect + Kurnell,1265.513221
7/12/2018,Tariff Meters,1265.513221
7/12/2018,Total Demand,1606.581043
7/12/2018,Total flow,1504.61
7/12/2018,Illawarra Filtered,80.2302202
8/12/2018,Cascades,7.504120639
8/12/2018,Greaves Creek,1.876852653
8/12/2018,Blue Mtns,9.380973292
8/12/2018,Orchard Hills,76.95700262
8/12/2018,Cascade + Orchard Hills ,86.33797591
8/12/2018,Illawara,87.99720909
8/12/2018,Illawarra Unfiltered,5.87
8/12/2018,Macarthur,100.5661114
8/12/2018,Nepean,13.43386009
8/12/2018,Richmond Windsor,21.72654447
8/12/2018,Warragamba,4.518155867
8/12/2018,Woronora,29.22646969
8/12/2018,Prospect North,245.3504592
8/12/2018,Prospect South,142.4570318
8/12/2018,Ryde,226.3687111
8/12/2018,Kurnell WT0155,0
8/12/2018,Prospect East,92.9472129
8/12/2018,Potts Hill,610.4640178
8/12/2018,Potts Hill + Prospect East + Kurnell,703.4112307
8/12/2018,Total Prospect + Kurnell,1301.777433
8/12/2018,Tariff Meters,1301.777433
8/12/2018,Total Demand,1661.393759
8/12/2018,Total flow,1685.08
8/12/2018,Illawarra Filtered,82.12720909
9/12/2018,Cascades,11.05143557
9/12/2018,Greaves Creek,2.72911128
9/12/2018,Blue Mtns,13.78054685
9/12/2018,Orchard Hills,89.30133308
9/12/2018,Cascade + Orchard Hills ,103.0818799
9/12/2018,Illawara,91.47629697
9/12/2018,Illawarra Unfiltered,5.48
9/12/2018,Macarthur,113.4567153
9/12/2018,Nepean,14.09512145
9/12/2018,Richmond Windsor,24.08986854
9/12/2018,Warragamba,5.180316571
9/12/2018,Woronora,33.71668168
9/12/2018,Prospect North,292.718694
9/12/2018,Prospect South,148.7956133
9/12/2018,Ryde,244.3261208
9/12/2018,Kurnell WT0155,0
9/12/2018,Prospect East,96.51596427
9/12/2018,Potts Hill,618.5760723
9/12/2018,Potts Hill + Prospect East + Kurnell,715.0920366
9/12/2018,Total Prospect + Kurnell,1385.092465
9/12/2018,Tariff Meters,1385.092465
9/12/2018,Total Demand,1786.029345
9/12/2018,Total flow,1891.54
9/12/2018,Illawarra Filtered,85.99629697
10/12/2018,Cascades,10.84776007
10/12/2018,Greaves Creek,2.333789321
10/12/2018,Blue Mtns,13.18154939
10/12/2018,Orchard Hills,95.12731367
10/12/2018,Cascade + Orchard Hills ,108.3088631
10/12/2018,Illawara,92.53564646
10/12/2018,Illawarra Unfiltered,4.33
10/12/2018,Macarthur,118.306329
10/12/2018,Nepean,15.13557817
10/12/2018,Richmond Windsor,25.53244419
10/12/2018,Warragamba,4.936689189
10/12/2018,Woronora,37.1827328
10/12/2018,Prospect North,293.599759
10/12/2018,Prospect South,152.2147585
10/12/2018,Ryde,256.9807196
10/12/2018,Kurnell WT0155,0
10/12/2018,Prospect East,83.3848802
10/12/2018,Potts Hill,630.9637332
10/12/2018,Potts Hill + Prospect East + Kurnell,714.3486134
10/12/2018,Total Prospect + Kurnell,1401.353851
10/12/2018,Tariff Meters,1401.353851
10/12/2018,Total Demand,1819.082133
10/12/2018,Total flow,1721.36
10/12/2018,Illawarra Filtered,88.20564646
11/12/2018,Cascades,8.419009185
11/12/2018,Greaves Creek,2.424019894
11/12/2018,Blue Mtns,10.84302908
11/12/2018,Orchard Hills,71.9714708
11/12/2018,Cascade + Orchard Hills ,82.81449988
11/12/2018,Illawara,79.99055152
11/12/2018,Illawarra Unfiltered,3.3
11/12/2018,Macarthur,95.49049621
11/12/2018,Nepean,13.31832943
11/12/2018,Richmond Windsor,20.15791345
11/12/2018,Warragamba,4.918808106
11/12/2018,Woronora,27.55536199
11/12/2018,Prospect North,235.9286201
11/12/2018,Prospect South,139.7233018
11/12/2018,Ryde,228.2535627
11/12/2018,Kurnell WT0155,0
11/12/2018,Prospect East,87.36464562
11/12/2018,Potts Hill,603.9829138
11/12/2018,Potts Hill + Prospect East + Kurnell,691.3475594
11/12/2018,Total Prospect + Kurnell,1279.383044
11/12/2018,Tariff Meters,1279.383044
11/12/2018,Total Demand,1619.499005
11/12/2018,Total flow,1679.06
11/12/2018,Illawarra Filtered,76.69055152
12/12/2018,Cascades,7.747841717
12/12/2018,Greaves Creek,1.406316618
12/12/2018,Blue Mtns,9.154158335
12/12/2018,Orchard Hills,69.83626988
12/12/2018,Cascade + Orchard Hills ,78.99042822
12/12/2018,Illawara,82.27416465
12/12/2018,Illawarra Unfiltered,2.13
12/12/2018,Macarthur,95.74304652
12/12/2018,Nepean,12.91055338
12/12/2018,Richmond Windsor,18.9656441
12/12/2018,Warragamba,3.955814233
